# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	category
GO:0060996	BP	e	dendritic spine development	5/970	12/19370	0.0001837445757195196	3	5	0.0206161413957301	2047, 2048, 2049, 23380, 55236	A375 Melanoma cells
GO:0007507	BP	e	heart development	23/970	198/19370	0.00018935800405131285	4	23	0.02105456293694868	90, 790, 1525, 1889, 2065, 2335, 2767, 3675, 4522, 4763, 4851, 5066, 6464, 6678, 7048, 8572, 9260, 9821, 9968, 23054, 23767, 27101, 341640	A375 Melanoma cells
GO:0006689	BP	e	ganglioside catabolic process	4/970	7/19370	0.00019369384917912268	9	4	0.021064946928818027	2760, 3073, 3074, 4758	A375 Melanoma cells
GO:0061684	BP	e	chaperone-mediated autophagy	4/970	7/19370	0.00019369384917912268	6	4	0.021064946928818027	3312, 3320, 9531, 10533	A375 Melanoma cells
GO:0016236	BP	e	macroautophagy	11/970	61/19370	0.0001962784716264846	5	11	0.021064946928818027	4077, 7415, 8678, 8878, 9525, 10533, 27183, 29979, 30849, 55048, 128866	A375 Melanoma cells
GO:0045669	BP	e	positive regulation of osteoblast differentiation	11/970	61/19370	0.0001962784716264846	6	11	0.021064946928818027	90, 92, 182, 537, 657, 3491, 3572, 4041, 4921, 9260, 51374	A375 Melanoma cells
GO:0007420	BP	e	brain development	26/970	237/19370	0.00021618650518261817	4	26	0.022966090150450768	490, 1000, 2045, 2181, 2773, 3339, 4763, 5538, 5793, 5859, 6505, 6814, 7048, 7360, 8660, 9114, 9289, 9531, 10458, 22931, 23054, 23266, 23654, 51506, 79641, 84879	A375 Melanoma cells
GO:0006096	BP	e	glycolytic process	8/970	34/19370	0.00021771451528137582	12	8	0.022966090150450768	2023, 2597, 2821, 3939, 5223, 5230, 5315, 7167	A375 Melanoma cells
GO:1990000	BP	e	amyloid fibril formation	6/970	19/19370	0.00023994678622238185	5	6	0.02488590954249274	351, 567, 2934, 4137, 5045, 23621	A375 Melanoma cells
GO:0043162	BP	e	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	6/970	19/19370	0.00023994678622238185	9	6	0.02488590954249274	4734, 9525, 10040, 25930, 27183, 55048	A375 Melanoma cells
GO:0043407	BP	e	negative regulation of MAP kinase activity	9/970	44/19370	0.00027731803051516085	12	9	0.028495304895297963	2629, 2950, 4067, 4763, 5770, 5795, 9370, 10253, 81848	A375 Melanoma cells
GO:0042327	BP	e	positive regulation of phosphorylation	7/970	27/19370	0.0002839138248934284	8	7	0.028495304895297963	351, 1956, 3655, 4282, 6386, 7057, 8829	A375 Melanoma cells
GO:0010867	BP	e	positive regulation of triglyceride biosynthetic process	5/970	13/19370	0.00028629215743128725	8	5	0.028495304895297963	949, 3949, 6720, 9104, 84879	A375 Melanoma cells
GO:0042987	BP	e	amyloid precursor protein catabolic process	5/970	13/19370	0.00028629215743128725	6	5	0.028495304895297963	102, 5664, 6868, 8728, 23621	A375 Melanoma cells
GO:0032801	BP	e	receptor catabolic process	5/970	13/19370	0.00028629215743128725	6	5	0.028495304895297963	4734, 5641, 8678, 30849, 51100	A375 Melanoma cells
GO:0030199	BP	e	collagen fibril organization	10/970	54/19370	0.00030355665059889916	6	10	0.029734096680092168	649, 1277, 1280, 1289, 1303, 4763, 4921, 8985, 50509, 84171	A375 Melanoma cells
GO:0050808	BP	e	synapse organization	10/970	54/19370	0.00030355665059889916	5	10	0.029734096680092168	323, 351, 2316, 3897, 4038, 4137, 5098, 6505, 23266, 375790	A375 Melanoma cells
GO:0034113	BP	e	heterotypic cell-cell adhesion	7/970	28/19370	0.00036232009324833176	4	7	0.03521066606984969	965, 3676, 3678, 3679, 3685, 3688, 140885	A375 Melanoma cells
GO:0006013	BP	e	mannose metabolic process	4/970	8/19370	0.0003720080597545394	6	4	0.035317872873004044	4122, 4124, 4125, 23324	A375 Melanoma cells
GO:0048846	BP	e	axon extension involved in axon guidance	4/970	8/19370	0.0003720080597545394	6	4	0.035317872873004044	8828, 8829, 9353, 10371	A375 Melanoma cells
GO:0060042	BP	e	retina morphogenesis in camera-type eye	4/970	8/19370	0.0003720080597545394	3	4	0.035317872873004044	4041, 4124, 25945, 84879	A375 Melanoma cells
GO:0006334	BP	e	nucleosome assembly	15/970	110/19370	0.0003826357001230393	8	15	0.03604954054136299	4673, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	A375 Melanoma cells
GO:0071363	BP	e	cellular response to growth factor stimulus	10/970	56/19370	0.0004125769385605976	5	10	0.038575943755415884	90, 91, 92, 657, 847, 4131, 6422, 6464, 7048, 7057	A375 Melanoma cells
GO:0014068	BP	e	positive regulation of phosphatidylinositol 3-kinase signaling	12/970	77/19370	0.000421552354255428	8	12	0.038753157332561634	847, 2065, 2260, 2321, 2335, 3480, 3643, 4734, 4919, 5159, 8678, 10507	A375 Melanoma cells
GO:0001889	BP	e	liver development	12/970	77/19370	0.000421552354255428	5	12	0.038753157332561634	790, 3482, 3845, 4124, 4233, 4763, 4851, 5589, 5860, 5970, 9821, 10269	A375 Melanoma cells
GO:0046849	BP	e	bone remodeling	5/970	14/19370	0.0004270320367224422	3	5	0.038753157332561634	1969, 4040, 4041, 4853, 55366	A375 Melanoma cells
GO:0034383	BP	e	low-density lipoprotein particle clearance	5/970	14/19370	0.0004270320367224422	3	5	0.038753157332561634	338, 949, 3949, 3988, 9370	A375 Melanoma cells
GO:0008360	BP	e	regulation of cell shape	18/970	148/19370	0.00044206321072251835	6	18	0.03914493215319137	301, 396, 2059, 2335, 2909, 3074, 3383, 3679, 7430, 9948, 10269, 10458, 10507, 23129, 23433, 23654, 79784, 221061	A375 Melanoma cells
GO:0051603	BP	e	proteolysis involved in cellular protein catabolic process	7/970	29/19370	0.00045714155238335205	6	7	0.03914493215319137	824, 1075, 1508, 1514, 1522, 5641, 8722	A375 Melanoma cells
GO:0019082	BP	e	viral protein processing	7/970	29/19370	0.00045714155238335205	2	7	0.03914493215319137	2530, 2589, 2932, 4124, 4249, 5045, 11253	A375 Melanoma cells
GO:0032418	BP	e	lysosome localization	7/970	29/19370	0.00045714155238335205	4	7	0.03914493215319137	3799, 9043, 54664, 55004, 55207, 79036, 83871	A375 Melanoma cells
GO:0071230	BP	e	cellular response to amino acid stimulus	9/970	47/19370	0.00046589804427500984	6	9	0.03914493215319137	824, 1277, 1288, 1307, 3843, 4313, 55004, 64121, 153129	A375 Melanoma cells
GO:0016525	BP	e	negative regulation of angiogenesis	13/970	89/19370	0.00047109061144609934	8	13	0.03914493215319137	493, 1284, 1969, 3339, 5230, 6678, 6772, 7057, 9510, 10253, 11117, 23213, 161742	A375 Melanoma cells
GO:0097491	BP	e	sympathetic neuron projection guidance	3/970	4/19370	0.0004820960692987432	4	3	0.03914493215319137	8828, 8829, 10371	A375 Melanoma cells
GO:0032417	BP	e	positive regulation of sodium:proton antiporter activity	3/970	4/19370	0.0004820960692987432	11	3	0.03914493215319137	81, 11261, 54997	A375 Melanoma cells
GO:0022615	BP	e	protein to membrane docking	3/970	4/19370	0.0004820960692987432	3	3	0.03914493215319137	6814, 7879, 8724	A375 Melanoma cells
GO:0097490	BP	e	sympathetic neuron projection extension	3/970	4/19370	0.0004820960692987432	5	3	0.03914493215319137	8828, 8829, 10371	A375 Melanoma cells
GO:1902685	BP	e	positive regulation of receptor localization to synapse	3/970	4/19370	0.0004820960692987432	5	3	0.03914493215319137	1627, 8417, 51304	A375 Melanoma cells
GO:0036486	BP	e	ventral trunk neural crest cell migration	3/970	4/19370	0.0004820960692987432	8	3	0.03914493215319137	8828, 8829, 10371	A375 Melanoma cells
GO:0021828	BP	e	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	3/970	4/19370	0.0004820960692987432	7	3	0.03914493215319137	8828, 8829, 10371	A375 Melanoma cells
GO:1902285	BP	e	semaphorin-plexin signaling pathway involved in neuron projection guidance	3/970	4/19370	0.0004820960692987432	7	3	0.03914493215319137	8828, 8829, 10371	A375 Melanoma cells
GO:1903052	BP	e	positive regulation of proteolysis involved in cellular protein catabolic process	3/970	4/19370	0.0004820960692987432	9	3	0.03914493215319137	1075, 2629, 9104	A375 Melanoma cells
GO:0150003	BP	e	regulation of spontaneous synaptic transmission	3/970	4/19370	0.0004820960692987432	7	3	0.03914493215319137	351, 3688, 6558	A375 Melanoma cells
GO:0030574	BP	e	collagen catabolic process	8/970	38/19370	0.0004909581944216492	3	8	0.03934679243864932	1508, 1514, 4313, 4323, 4324, 4325, 5045, 9902	A375 Melanoma cells
GO:0045184	BP	e	establishment of protein localization	8/970	38/19370	0.0004909581944216492	4	8	0.03934679243864932	2316, 3673, 5347, 7415, 9928, 23558, 79139, 90102	A375 Melanoma cells
GO:0001934	BP	e	positive regulation of protein phosphorylation	21/970	188/19370	0.0005556290700280722	9	21	0.04424241278894495	92, 351, 972, 1399, 1956, 2022, 2045, 3320, 3491, 3643, 3845, 4067, 6868, 7037, 8482, 8878, 9370, 9821, 10457, 10507, 146433	A375 Melanoma cells
GO:0043200	BP	e	response to amino acid	7/970	30/19370	0.0005707462050584304	5	7	0.045154805530968914	2937, 2950, 3383, 4067, 5970, 57707, 64121	A375 Melanoma cells
GO:0045022	BP	e	early endosome to late endosome transport	6/970	22/19370	0.0005799520016687215	6	6	0.045590876462390836	2316, 5868, 7879, 8678, 25930, 29062	A375 Melanoma cells
GO:0031647	BP	e	regulation of protein stability	12/970	80/19370	0.0006023715162457101	3	12	0.047053602870281985	975, 1650, 3312, 3845, 4047, 5476, 6720, 7874, 9101, 23327, 51100, 79589	A375 Melanoma cells
GO:0032355	BP	e	response to estradiol	14/970	103/19370	0.000611907285690457	5	14	0.04738129121493288	301, 338, 811, 847, 1277, 1938, 2686, 2821, 2950, 3485, 4131, 4324, 5066, 5159	A375 Melanoma cells
GO:1903543	BP	e	positive regulation of exosomal secretion	5/970	15/19370	0.0006142445790300809	9	5	0.04738129121493288	6386, 7879, 9525, 10015, 27183	A375 Melanoma cells
GO:0043434	BP	e	response to peptide hormone	9/970	49/19370	0.0006422186385626003	6	9	0.048102129956333214	301, 682, 1277, 1605, 4040, 4041, 6678, 6772, 7076	A375 Melanoma cells
GO:0009313	BP	e	oligosaccharide catabolic process	4/970	9/19370	0.0006430766036942942	5	4	0.048102129956333214	2760, 3074, 4126, 4758	A375 Melanoma cells
GO:0046755	BP	e	viral budding	4/970	9/19370	0.0006430766036942942	2	4	0.048102129956333214	4734, 10015, 51510, 128866	A375 Melanoma cells
GO:0032872	BP	e	regulation of stress-activated MAPK cascade	4/970	9/19370	0.0006430766036942942	8	4	0.048102129956333214	2950, 4077, 5052, 5605	A375 Melanoma cells
GO:0033554	BP	e	cellular response to stress	4/970	9/19370	0.0006430766036942942	3	4	0.048102129956333214	5052, 5970, 7001, 10549	A375 Melanoma cells
GO:0001701	BP	e	in utero embryonic development	21/970	191/19370	0.000662499504558842	7	21	0.04925643906786282	90, 91, 102, 338, 657, 1627, 2530, 2821, 3688, 4124, 4851, 4853, 4904, 7048, 7779, 8894, 8985, 10087, 23250, 57498, 80790	A375 Melanoma cells
GO:0050911	BP	p	detection of chemical stimulus involved in sensory perception of smell	2/970	394/19370	1.726387393386758e-06	5	2	0.0006658460377868552	1258, 390436	A375 Melanoma cells
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	17/970	1594/19370	3.4748096114771963e-06	10	17	0.0010996435955090145	493, 988, 4791, 5066, 5216, 5241, 5970, 6720, 8607, 8804, 9516, 9604, 9968, 10743, 79753, 139135, 390874	A375 Melanoma cells
GO:0000122	BP	p	negative regulation of transcription by RNA polymerase II	21/970	889/19370	7.400705699901137e-05	11	21	0.010745824676256451	323, 811, 2023, 4103, 4851, 4853, 4904, 5347, 5970, 6208, 6386, 6720, 6772, 7295, 7430, 8878, 9349, 10507, 10916, 51603, 59341	A375 Melanoma cells
GO:0005770	CC	e	late endosome	25/970	138/19370	3.565928135132083e-07	8	25	7.520105427015673e-05	1182, 3312, 3482, 3643, 3916, 3949, 4077, 5605, 5641, 7879, 8417, 8878, 9367, 23621, 27183, 30849, 51150, 51552, 57403, 57498, 79139, 79589, 126321, 153129, 201931	A375 Melanoma cells
GO:1903561	CC	e	extracellular vesicle	15/970	55/19370	3.6121617889784424e-07	5	15	7.520105427015673e-05	476, 1293, 1303, 2771, 2782, 5270, 5315, 6386, 6558, 7037, 7414, 8722, 10015, 10085, 11253	A375 Melanoma cells
GO:0032587	CC	e	ruffle membrane	19/970	99/19370	3.935612150252568e-07	5	19	7.520105427015673e-05	1182, 1785, 1956, 1969, 2059, 3678, 3685, 3688, 5795, 6188, 6868, 7094, 7430, 9181, 10253, 54997, 59341, 81848, 117145	A375 Melanoma cells
GO:0030670	CC	e	phagocytic vesicle membrane	16/970	72/19370	4.042157262239961e-07	7	16	7.520105427015673e-05	533, 567, 811, 1785, 3133, 5868, 6810, 6845, 7879, 8773, 9114, 9367, 23545, 30849, 57403, 83871	A375 Melanoma cells
GO:0045335	CC	e	phagocytic vesicle	21/970	64/19370	4.4525656993606823e-07	8	21	7.520105427015673e-05	1182, 2317, 2923, 3685, 3693, 3799, 5868, 6814, 6845, 7431, 7879, 8678, 9367, 10228, 23208, 23380, 23673, 25921, 51552, 57403, 83871	A375 Melanoma cells
GO:0042470	CC	e	melanosome	44/970	100/19370	4.633733405642869e-07	8	44	7.520105427015673e-05	309, 476, 483, 682, 813, 822, 1200, 1267, 1508, 2194, 2923, 3309, 3312, 3320, 3326, 3688, 3916, 4323, 4673, 5034, 5052, 5479, 5861, 5862, 5868, 5901, 6386, 6510, 6520, 7037, 7184, 7531, 8836, 8934, 9367, 10015, 10130, 10972, 11021, 23193, 27044, 51393, 80331, 126321	A375 Melanoma cells
GO:0005912	CC	e	adherens junction	32/970	162/19370	5.08618278718501e-07	5	32	7.520105427015673e-05	102, 182, 301, 1000, 1010, 1266, 1495, 1525, 1605, 1656, 1948, 2043, 3655, 4067, 4851, 5796, 5818, 6282, 6386, 7094, 7414, 8572, 8773, 9223, 9260, 9414, 10458, 11187, 25945, 28513, 59341, 83872	A375 Melanoma cells
GO:0044295	CC	e	axonal growth cone	10/970	28/19370	5.44251966272147e-07	4	10	7.520105427015673e-05	2043, 2288, 2316, 3320, 3326, 3799, 3897, 4035, 23767, 51393	A375 Melanoma cells
GO:0030027	CC	e	lamellipodium	29/970	185/19370	5.660614326113132e-07	4	29	7.520105427015673e-05	323, 822, 1000, 1495, 1605, 1627, 1785, 1969, 2017, 2195, 2241, 3688, 5034, 5829, 6548, 6624, 6643, 6810, 6845, 8572, 10109, 10381, 10458, 11275, 23129, 23380, 54997, 55740, 59341	A375 Melanoma cells
GO:0043235	CC	e	receptor complex	44/970	209/19370	6.431293769801813e-07	2	44	7.520105427015673e-05	90, 91, 92, 351, 657, 1956, 1969, 2022, 2042, 2043, 2045, 2047, 2048, 2049, 2050, 2065, 2260, 2264, 2321, 3480, 3572, 3598, 3643, 3675, 3688, 3693, 3949, 3977, 4035, 4041, 4077, 4233, 4851, 4853, 4919, 4921, 5159, 5786, 7048, 7132, 7301, 8829, 9180, 84171	A375 Melanoma cells
GO:0030133	CC	e	transport vesicle	22/970	93/19370	6.949722770314672e-07	7	22	7.520105427015673e-05	633, 1604, 2264, 3482, 7425, 8615, 9276, 9367, 10066, 10652, 10972, 11015, 11261, 11316, 22820, 25844, 27333, 53834, 54732, 81876, 83716, 117248	A375 Melanoma cells
GO:0005788	CC	e	endoplasmic reticulum lumen	56/970	306/19370	7.918525889760289e-07	5	56	7.520105427015673e-05	102, 334, 338, 351, 462, 567, 811, 813, 1000, 1075, 1277, 1280, 1284, 1288, 1289, 1293, 1303, 1307, 1522, 1605, 2335, 2923, 3053, 3309, 3371, 3491, 3698, 3912, 4241, 4924, 5034, 5479, 5589, 5768, 5954, 6696, 6868, 7057, 7076, 7184, 7425, 8720, 8985, 10098, 10130, 10956, 23193, 23621, 30001, 50509, 51280, 51752, 54972, 56975, 79070, 81619	A375 Melanoma cells
GO:0030426	CC	e	growth cone	23/970	134/19370	8.307781838994065e-07	3	23	7.520105427015673e-05	323, 1522, 1525, 1627, 1785, 2017, 2059, 3676, 4131, 4137, 5664, 5802, 6624, 8829, 9860, 10381, 22859, 55811, 56104, 59341, 79784, 81544, 114134	A375 Melanoma cells
GO:1904813	CC	e	ficolin-1-rich granule lumen	28/970	124/19370	8.691982065985391e-07	5	28	7.520105427015673e-05	327, 847, 1508, 1522, 1938, 2720, 2821, 2934, 2950, 2992, 3312, 3320, 3326, 3615, 4282, 5223, 5315, 5718, 7414, 7415, 9861, 9961, 10533, 10549, 25797, 26578, 83716, 124583	A375 Melanoma cells
GO:0005604	CC	e	basement membrane	17/970	85/19370	8.697153167864582e-07	5	17	7.520105427015673e-05	1280, 1289, 1605, 2335, 3339, 3371, 3910, 3911, 3912, 4811, 6678, 7045, 7076, 9510, 83872, 341640, 375790	A375 Melanoma cells
GO:0016324	CC	e	apical plasma membrane	48/970	358/19370	8.853423581058657e-07	4	48	7.520105427015673e-05	160, 182, 301, 476, 483, 490, 960, 1000, 1364, 1464, 1508, 1514, 1836, 1956, 2195, 2335, 2760, 3326, 3485, 4851, 4921, 5159, 5664, 6505, 6520, 6522, 6548, 6558, 6566, 6814, 6868, 7430, 8140, 8323, 8972, 9114, 9180, 9351, 9497, 10768, 22931, 23516, 51364, 55754, 55811, 59341, 64924, 128338	A375 Melanoma cells
GO:0031901	CC	e	early endosome membrane	30/970	167/19370	9.108049162321484e-07	7	30	7.520105427015673e-05	301, 567, 1182, 1956, 2043, 2047, 3122, 3133, 4040, 5868, 6455, 6505, 6643, 8417, 8572, 8724, 9765, 10410, 10457, 23516, 23646, 23673, 29062, 29934, 51552, 55361, 79971, 81609, 83737, 286410	A375 Melanoma cells
GO:0009897	CC	e	external side of plasma membrane	39/970	294/19370	9.337503004418988e-07	3	39	7.520105427015673e-05	290, 563, 567, 657, 811, 824, 972, 1012, 1182, 1508, 1605, 1889, 2022, 2683, 3133, 3383, 3572, 3598, 3643, 3672, 3673, 3675, 3685, 3688, 3916, 3949, 3977, 4162, 4684, 4897, 4907, 5034, 7037, 7048, 7057, 8482, 9180, 80381, 166647	A375 Melanoma cells
GO:0043202	CC	e	lysosomal lumen	32/970	95/19370	9.647766906611778e-07	6	32	7.520105427015673e-05	338, 633, 950, 972, 1200, 1464, 1514, 2517, 2581, 2629, 2720, 2760, 2817, 2992, 3073, 3074, 3312, 3320, 3339, 3988, 4125, 4126, 4758, 5159, 5476, 5538, 5641, 6948, 8722, 23324, 23646, 375790	A375 Melanoma cells
GO:0005768	CC	e	endosome	40/970	295/19370	9.80206948688748e-07	7	40	7.520105427015673e-05	301, 351, 476, 682, 1785, 1889, 1956, 2264, 2321, 2817, 2885, 3482, 3716, 5868, 6643, 6810, 6948, 7037, 7430, 8417, 8678, 9375, 9525, 10040, 10109, 10652, 10807, 23484, 23621, 25930, 27183, 29763, 54664, 55240, 55361, 81609, 81622, 128866, 146691, 201931	A375 Melanoma cells
GO:0034774	CC	e	secretory granule lumen	26/970	115/19370	1.0214797531280077e-06	6	26	7.520105427015673e-05	12, 353, 847, 1938, 2665, 2821, 2934, 2950, 2992, 3312, 3320, 3326, 3615, 4282, 5223, 5315, 5718, 6282, 7414, 7415, 9861, 9961, 10533, 10549, 26578, 83716	A375 Melanoma cells
GO:0016323	CC	e	basolateral plasma membrane	39/970	226/19370	1.0760943150550385e-06	4	39	7.520105427015673e-05	160, 301, 476, 483, 490, 493, 682, 960, 975, 1000, 1525, 1605, 1956, 2065, 2683, 2760, 3326, 3675, 3949, 4035, 4359, 5167, 6520, 6522, 6548, 6558, 6566, 6810, 6814, 7037, 7430, 8140, 8650, 8671, 8754, 9497, 23516, 81539, 84876	A375 Melanoma cells
GO:0005911	CC	e	cell-cell junction	31/970	180/19370	1.1158399137576998e-06	4	31	7.520105427015673e-05	87, 351, 1000, 1364, 1495, 1525, 1824, 1829, 2195, 2264, 2316, 2885, 3678, 5097, 5605, 5795, 5796, 5819, 5829, 6624, 6868, 7414, 9223, 9948, 10076, 11187, 23767, 25945, 26025, 55243, 91663	A375 Melanoma cells
GO:0005905	CC	e	clathrin-coated pit	14/970	60/19370	1.138990620363988e-06	4	14	7.520105427015673e-05	351, 1173, 1785, 2017, 3949, 4035, 6272, 7037, 8650, 11021, 26020, 29967, 50618, 57214	A375 Melanoma cells
GO:0000228	CC	e	nuclear chromosome	15/970	52/19370	1.1808437366435109e-06	6	15	7.520105427015673e-05	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 9918, 121504, 554313	A375 Melanoma cells
GO:0010008	CC	e	endosome membrane	40/970	227/19370	1.1819023846059617e-06	6	40	7.520105427015673e-05	338, 533, 537, 950, 1182, 1956, 3113, 3115, 3482, 3643, 3688, 3916, 3949, 5045, 5868, 6272, 6643, 7037, 7317, 7879, 8650, 8678, 8724, 9114, 9375, 9445, 9525, 10040, 11021, 23545, 23621, 27183, 27333, 51104, 51510, 55048, 55240, 57403, 80762, 118429	A375 Melanoma cells
GO:0005802	CC	e	trans-Golgi network	27/970	181/19370	1.242172571717186e-06	4	27	7.520105427015673e-05	102, 1785, 2316, 2629, 3482, 4924, 5045, 5066, 6810, 6845, 7045, 8675, 8678, 8934, 8985, 9581, 10139, 10228, 23208, 23250, 23621, 27032, 51056, 51552, 55361, 79971, 286410	A375 Melanoma cells
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	16/970	69/19370	1.2512817842991265e-06	8	16	7.520105427015673e-05	160, 163, 338, 950, 972, 1173, 1956, 3113, 3115, 3122, 3482, 3949, 5868, 6845, 7037, 11021	A375 Melanoma cells
GO:0045121	CC	e	membrane raft	50/970	240/19370	1.2967629522834535e-06	4	50	7.520105427015673e-05	292, 351, 476, 490, 493, 682, 824, 1200, 1525, 1604, 1938, 1956, 2047, 2771, 2773, 2817, 3383, 3572, 3672, 3688, 3845, 3945, 4067, 4137, 4864, 5045, 5230, 5538, 5621, 5664, 5868, 6386, 6505, 6548, 6868, 7048, 7132, 7416, 9289, 10287, 23213, 23433, 23621, 23673, 55004, 55243, 55361, 84876, 91663, 284119	A375 Melanoma cells
GO:0031902	CC	e	late endosome membrane	23/970	127/19370	1.3023507649632138e-06	7	23	7.520105427015673e-05	309, 950, 1182, 3122, 3916, 4864, 6505, 6845, 7879, 9525, 10410, 11342, 23516, 23646, 27183, 29062, 54664, 55004, 55048, 55207, 114883, 127829, 128866	A375 Melanoma cells
GO:0098978	CC	e	glutamatergic synapse	45/970	332/19370	1.329853212991933e-06	4	45	7.520105427015673e-05	87, 102, 163, 490, 493, 814, 1173, 1182, 1605, 1627, 1785, 1948, 2043, 2045, 2047, 2048, 2059, 2316, 2932, 3312, 3688, 3838, 4067, 5216, 5327, 5802, 5970, 6455, 6678, 6810, 7415, 7525, 7531, 8650, 8828, 8829, 9101, 9181, 10109, 10458, 22883, 23266, 23373, 23767, 51104	A375 Melanoma cells
